b,lesson_id,song_dir,cue_index,speaker,speaker_ja,start,end,joined_start,joined_end,english,japanese,mixed,audio
18,22,18_beginner_tom_b18,13,Teacher Tacos,ティーチャータコス,42.69,46.13,1501.19,1504.63,Yes. Wow. You are watching Funnics Island.,うん。わあ。きみはファニックス・アイランドを見ているんだよ。,(Teacher Tacos) Yes. Wow. You are watching Funnics Island. 「(ティーチャータコス) うん。わあ。きみはファニックス・アイランドを見ているんだよ。」,audio/phonics/L22/s13.mp3
18,22,18_beginner_tom_b18,14,Teacher Tacos,ティーチャータコス,46.13,49.73,1504.63,1508.23,Yes. Wow. You are watching Funnics Island.,うん。わあ。きみはファニックス・アイランドを見ているんだよ。,(Teacher Tacos) Yes. Wow. You are watching Funnics Island. 「(ティーチャータコス) うん。わあ。きみはファニックス・アイランドを見ているんだよ。」,audio/phonics/L22/s14.mp3
18,22,18_beginner_tom_b18,15,Juggler Jellyfish,ジャグラークラゲ,49.73,53.25,1508.23,1511.75,Oops! I am juggling and jumping too much.,おっと！ジャグリングもジャンプもやりすぎている！,(Juggler Jellyfish) Oops! I am juggling and jumping too much. 「(ジャグラークラゲ) おっと！ジャグリングもジャンプもやりすぎている！」,audio/phonics/L22/s15.mp3
18,22,18_beginner_tom_b18,16,Juggler Jellyfish,ジャグラークラゲ,53.25,56.61,1511.75,1515.11,Oops! I am juggling and jumping too much.,おっと！ジャグリングもジャンプもやりすぎている！,(Juggler Jellyfish) Oops! I am juggling and jumping too much. 「(ジャグラークラゲ) おっと！ジャグリングもジャンプもやりすぎている！」,audio/phonics/L22/s16.mp3
18,22,18_beginner_tom_b18,17,Teacher Tacos,ティーチャータコス,56.61,60.07,1515.11,1518.57,OK. I am tapping the salsa cards.,よし。私はサルサカードをたたいているよ。,(Teacher Tacos) OK. I am tapping the salsa cards. 「(ティーチャータコス) よし。私はサルサカードをたたいているよ。」,audio/phonics/L22/s17.mp3
18,22,18_beginner_tom_b18,18,Teacher Tacos,ティーチャータコス,60.07,64.2,1518.57,1522.7,OK. I am tapping the salsa cards.,よし。私はサルサカードをたたいているよ。,(Teacher Tacos) OK. I am tapping the salsa cards. 「(ティーチャータコス) よし。私はサルサカードをたたいているよ。」,audio/phonics/L22/s18.mp3
19,23,19_beginner_tom_b19,1,Tom,トム,0.0,3.75,1528.34,1532.09,"Teacher Tacos, can I help?",ティーチャータコス、手伝ってもいい？,"(Tom) Teacher Tacos, can I help? 「(トム) ティーチャータコス、手伝ってもいい？」",audio/phonics/L23/s1.mp3
19,23,19_beginner_tom_b19,2,Teacher Tacos,ティーチャータコス,7.51,9.53,1535.85,1537.87,"Yes, you can. Great!",うん、できるよ。すばらしい！,"(Teacher Tacos) Yes, you can. Great! 「(ティーチャータコス) うん、できるよ。すばらしい！」",audio/phonics/L23/s2.mp3
19,23,19_beginner_tom_b19,3,Teacher Tacos,ティーチャータコス,10.19,12.69,1538.53,1541.03,"Yes, you can. Great!",うん、できるよ。すばらしい！,"(Teacher Tacos) Yes, you can. Great! 「(ティーチャータコス) うん、できるよ。すばらしい！」",audio/phonics/L23/s3.mp3
19,23,19_beginner_tom_b19,4,Doctor Dragon,Doctor Dragon,13.58,17.88,1541.92,1546.22,"Hi, Tom. Please, can you carry this box?",やあ、トム。お願い、この箱を運んでくれる？,"(Doctor Dragon) Hi, Tom. Please, can you carry this box? 「(Doctor Dragon) やあ、トム。お願い、この箱を運んでくれる？」",audio/phonics/L23/s4.mp3
19,23,19_beginner_tom_b19,5,Doctor Dragon,Doctor Dragon,17.88,21.21,1546.22,1549.55,"Hi, Tom. Please, can you carry this box?",やあ、トム。お願い、この箱を運んでくれる？,"(Doctor Dragon) Hi, Tom. Please, can you carry this box? 「(Doctor Dragon) やあ、トム。お願い、この箱を運んでくれる？」",audio/phonics/L23/s5.mp3
19,23,19_beginner_tom_b19,6,Box,箱,21.38,28.23,1549.72,1556.57,"Um... I can sing, but I cannot walk. I am too shy.",ええと……ぼくは歌えるけど、歩けないんだ。恥ずかしがりすぎるんだ。,"(Box) Um... I can sing, but I cannot walk. I am too shy. 「(箱) ええと……ぼくは歌えるけど、歩けないんだ。恥ずかしがりすぎるんだ。」",audio/phonics/L23/s6.mp3
19,23,19_beginner_tom_b19,7,Box,箱,28.23,35.04,1556.57,1563.38,"Um... I can sing, but I cannot walk. I am too shy.",ええと……ぼくは歌えるけど、歩けないんだ。恥ずかしがりすぎるんだ。,"(Box) Um... I can sing, but I cannot walk. I am too shy. 「(箱) ええと……ぼくは歌えるけど、歩けないんだ。恥ずかしがりすぎるんだ。」",audio/phonics/L23/s7.mp3
19,23,19_beginner_tom_b19,8,Tom,トム,35.04,41.28,1563.38,1569.62,"Oh! The box can sing, but it hides! OK. Yes, I can.",あっ！箱は歌えるけど隠れているんだね！わかった。うん、できるよ。,"(Tom) Oh! The box can sing, but it hides! OK. Yes, I can. 「(トム) あっ！箱は歌えるけど隠れているんだね！わかった。うん、できるよ。」",audio/phonics/L23/s8.mp3
19,23,19_beginner_tom_b19,9,Tom,トム,41.28,48.21,1569.62,1576.55,"Oh! The box can sing, but it hides! OK. Yes, I can.",あっ！箱は歌えるけど隠れているんだね！わかった。うん、できるよ。,"(Tom) Oh! The box can sing, but it hides! OK. Yes, I can. 「(トム) あっ！箱は歌えるけど隠れているんだね！わかった。うん、できるよ。」",audio/phonics/L23/s9.mp3
19,23,19_beginner_tom_b19,10,Teacher Tacos,ティーチャータコス,48.21,52.38,1576.55,1580.72,Great. Can you hold my salsa cards?,すばらしい。私のサルサカードを持ってくれる？,(Teacher Tacos) Great. Can you hold my salsa cards? 「(ティーチャータコス) すばらしい。私のサルサカードを持ってくれる？」,audio/phonics/L23/s10.mp3
19,23,19_beginner_tom_b19,11,Teacher Tacos,ティーチャータコス,52.63,55.7,1580.97,1584.04,Great. Can you hold my salsa cards?,すばらしい。私のサルサカードを持ってくれる？,(Teacher Tacos) Great. Can you hold my salsa cards? 「(ティーチャータコス) すばらしい。私のサルサカードを持ってくれる？」,audio/phonics/L23/s11.mp3
19,23,19_beginner_tom_b19,12,Tom,トム,55.93,58.5,1584.27,1586.84,"OK. Yes, I can.",わかった。うん、できるよ。,"(Tom) OK. Yes, I can. 「(トム) わかった。うん、できるよ。」",audio/phonics/L23/s12.mp3
19,23,19_beginner_tom_b19,13,Tom,トム,58.5,62.06,1586.84,1590.4,"OK. Yes, I can.",わかった。うん、できるよ。,"(Tom) OK. Yes, I can. 「(トム) わかった。うん、できるよ。」",audio/phonics/L23/s13.mp3
19,23,19_beginner_tom_b19,14,Juggler Jellyfish,ジャグラークラゲ,62.06,65.88,1590.4,1594.22,Oh no! I cannot hold eight cups now.,大変！今は八つのカップを持てないよ。,(Juggler Jellyfish) Oh no! I cannot hold eight cups now. 「(ジャグラークラゲ) 大変！今は八つのカップを持てないよ。」,audio/phonics/L23/s14.mp3
19,23,19_beginner_tom_b19,15,Juggler Jellyfish,ジャグラークラゲ,65.88,69.45,1594.22,1597.79,Oh no! I cannot hold eight cups now.,大変！今は八つのカップを持てないよ。,(Juggler Jellyfish) Oh no! I cannot hold eight cups now. 「(ジャグラークラゲ) 大変！今は八つのカップを持てないよ。」,audio/phonics/L23/s15.mp3
19,23,19_beginner_tom_b19,16,Tom,トム,69.45,72.5,1597.79,1600.84,I can hold two cups. Easy!,ぼくなら二つのカップを持てるよ。簡単！,(Tom) I can hold two cups. Easy! 「(トム) ぼくなら二つのカップを持てるよ。簡単！」,audio/phonics/L23/s16.mp3
19,23,19_beginner_tom_b19,17,Tom,トム,72.5,76.27,1600.84,1604.61,I can hold two cups. Easy!,ぼくなら二つのカップを持てるよ。簡単！,(Tom) I can hold two cups. Easy! 「(トム) ぼくなら二つのカップを持てるよ。簡単！」,audio/phonics/L23/s17.mp3
19,23,19_beginner_tom_b19,18,Teacher Tacos,ティーチャータコス,76.27,80.33,1604.61,1608.67,Great! We can finish together.,すばらしい！一緒に終わらせられるね。,(Teacher Tacos) Great! We can finish together. 「(ティーチャータコス) すばらしい！一緒に終わらせられるね。」,audio/phonics/L23/s18.mp3
19,23,19_beginner_tom_b19,19,Teacher Tacos,ティーチャータコス,80.33,83.92,1608.67,1612.26,Great! We can finish together.,すばらしい！一緒に終わらせられるね。,(Teacher Tacos) Great! We can finish together. 「(ティーチャータコス) すばらしい！一緒に終わらせられるね。」,audio/phonics/L23/s19.mp3
20,24,20_beginner_tom_b20,1,Tom,トム,0.0,3.02,1613.18,1616.2,I visited Funnics Island yesterday.,昨日、ぼくはファニックス・アイランドを訪れたよ。,(Tom) I visited Funnics Island yesterday. 「(トム) 昨日、ぼくはファニックス・アイランドを訪れたよ。」,audio/phonics/L24/s1.mp3
20,24,20_beginner_tom_b20,2,Tom,トム,7.16,8.33,1620.34,1621.51,I visited Funnics Island yesterday.,昨日、ぼくはファニックス・アイランドを訪れたよ。,(Tom) I visited Funnics Island yesterday. 「(トム) 昨日、ぼくはファニックス・アイランドを訪れたよ。」,audio/phonics/L24/s2.mp3
20,24,20_beginner_tom_b20,3,Teacher Tacos,ティーチャータコス,8.33,11.3,1621.51,1624.48,Yes. You walked around the market.,うん。きみは市場を歩いて回ったね。,(Teacher Tacos) Yes. You walked around the market. 「(ティーチャータコス) うん。きみは市場を歩いて回ったね。」,audio/phonics/L24/s3.mp3
20,24,20_beginner_tom_b20,4,Teacher Tacos,ティーチャータコス,11.35,14.32,1624.53,1627.5,Yes. You walked around the market.,うん。きみは市場を歩いて回ったね。,(Teacher Tacos) Yes. You walked around the market. 「(ティーチャータコス) うん。きみは市場を歩いて回ったね。」,audio/phonics/L24/s4.mp3
20,24,20_beginner_tom_b20,5,Juggler Jellyfish,ジャグラークラゲ,14.37,17.03,1627.55,1630.21,I juggled cups for you. Ta-da!,きみのためにカップをジャグリングしたよ。ジャーン！,(Juggler Jellyfish) I juggled cups for you. Ta-da! 「(ジャグラークラゲ) きみのためにカップをジャグリングしたよ。ジャーン！」,audio/phonics/L24/s5.mp3
20,24,20_beginner_tom_b20,6,Juggler Jellyfish,ジャグラークラゲ,17.08,19.74,1630.26,1632.92,I juggled cups for you. Ta-da!,きみのためにカップをジャグリングしたよ。ジャーン！,(Juggler Jellyfish) I juggled cups for you. Ta-da! 「(ジャグラークラゲ) きみのためにカップをジャグリングしたよ。ジャーン！」,audio/phonics/L24/s6.mp3
20,24,20_beginner_tom_b20,7,Teacher Tacos,ティーチャータコス,20.07,22.79,1633.25,1635.97,And I taught the taco dance.,そして私はタコダンスを教えたね。,(Teacher Tacos) And I taught the taco dance. 「(ティーチャータコス) そして私はタコダンスを教えたね。」,audio/phonics/L24/s7.mp3
20,24,20_beginner_tom_b20,8,Teacher Tacos,ティーチャータコス,22.93,25.36,1636.11,1638.54,And I taught the taco dance.,そして私はタコダンスを教えたね。,(Teacher Tacos) And I taught the taco dance. 「(ティーチャータコス) そして私はタコダンスを教えたね。」,audio/phonics/L24/s8.mp3
20,24,20_beginner_tom_b20,9,Tom,トム,25.47,36.78,1638.65,1649.96,"I saw an excited clock, a shy stage, and Teacher Tacos.",興奮した時計、恥ずかしがり屋のステージ、そしてティーチャータコスを見たよ。,"(Tom) I saw an excited clock, a shy stage, and Teacher Tacos. 「(トム) 興奮した時計、恥ずかしがり屋のステージ、そしてティーチャータコスを見たよ。」",audio/phonics/L24/s9.mp3
20,24,20_beginner_tom_b20,10,Tom,トム,36.95,38.93,1650.13,1652.11,I watched cups fly too fast on stage.,ステージでカップが速く飛びすぎるのを見たよ。,(Tom) I watched cups fly too fast on stage. 「(トム) ステージでカップが速く飛びすぎるのを見たよ。」,audio/phonics/L24/s10.mp3
20,24,20_beginner_tom_b20,11,Teacher Tacos,ティーチャータコス,42.95,45.82,1656.13,1659.0,"So, did you enjoy the island?",それで、島を楽しめた？,"(Teacher Tacos) So, did you enjoy the island? 「(ティーチャータコス) それで、島を楽しめた？」",audio/phonics/L24/s11.mp3
20,24,20_beginner_tom_b20,12,Tom,トム,45.95,50.99,1659.13,1664.17,"Yes, I did. I learned English in a strange, wonderful place.",うん、楽しめたよ。不思議ですてきな場所で英語を学んだんだ。,"(Tom) Yes, I did. I learned English in a strange, wonderful place. 「(トム) うん、楽しめたよ。不思議ですてきな場所で英語を学んだんだ。」",audio/phonics/L24/s12.mp3
20,24,20_beginner_tom_b20,13,Tom,トム,51.78,57.25,1664.96,1670.43,"Yes, I did. I learned English in a strange, wonderful place.",うん、楽しめたよ。不思議ですてきな場所で英語を学んだんだ。,"(Tom) Yes, I did. I learned English in a strange, wonderful place. 「(トム) うん、楽しめたよ。不思議ですてきな場所で英語を学んだんだ。」",audio/phonics/L24/s13.mp3
20,24,20_beginner_tom_b20,14,All Friends,みんな,57.25,59.67,1670.43,1672.85,"Good-bye, Tom! Come again!",さようなら、トム！また来てね！,"(All Friends) Good-bye, Tom! Come again! 「(みんな) さようなら、トム！また来てね！」",audio/phonics/L24/s14.mp3
20,24,20_beginner_tom_b20,15,All Friends,みんな,60.0,61.81,1673.18,1674.99,"Good-bye, Tom! Come again!",さようなら、トム！また来てね！,"(All Friends) Good-bye, Tom! Come again! 「(みんな) さようなら、トム！また来てね！」",audio/phonics/L24/s15.mp3
